business_id,years
59wPGsruRuiETPYzv8BWBA,1516
5a4yZKxvMsoD81h4kAXP_w,1314
5a4yZKxvMsoD81h4kAXP_w,1415
5a4yZKxvMsoD81h4kAXP_w,1516
5ajN6YAEDyrX52UU2AKvbQ,1213
5AvSMHgAH2JqA4Xv5zmJaw,1415
5AvSMHgAH2JqA4Xv5zmJaw,1516
5aX40vEZx2zegvRe_6xVOg,1516
5b4bsvQ6tPj4kBok-tZZvQ,1314
5b4bsvQ6tPj4kBok-tZZvQ,1415
5b4bsvQ6tPj4kBok-tZZvQ,1516
5b63-YakX0c5quQdghtxyQ,1415
5b7YWmRz0Eer4LvSdYFY2A,1617
5bH-AX4nBtR1dyA7E7TcBg,1516
5bu9rsWu2D-BaLIg1qUL8A,1415
5bu9rsWu2D-BaLIg1qUL8A,1516
5c09X7w-ComQwjGZW9c_HQ,1516
5cpKypDYg4sylFRuUMXSYQ,1415
5cpKypDYg4sylFRuUMXSYQ,1516
5cWPgytHCuPq0poBz7r5sw,1213
5dFz332M4vPK9k5gbx90aQ,0809
5dFz332M4vPK9k5gbx90aQ,0910
5dFz332M4vPK9k5gbx90aQ,1011
5dFz332M4vPK9k5gbx90aQ,1112
5dFz332M4vPK9k5gbx90aQ,1213
5dFz332M4vPK9k5gbx90aQ,1314
5dFz332M4vPK9k5gbx90aQ,1415
5dFz332M4vPK9k5gbx90aQ,1516
5E37qENVklkwAMHmIwc_IA,1314
5E37qENVklkwAMHmIwc_IA,1415
5ECSyjTywswbyqwpeZR-mg,1314
5ECSyjTywswbyqwpeZR-mg,1617
5eKk8dA1QtKaQr_5i_SCRw,1011
5eKk8dA1QtKaQr_5i_SCRw,1112
5eKk8dA1QtKaQr_5i_SCRw,1213
5eKk8dA1QtKaQr_5i_SCRw,1314
5eKk8dA1QtKaQr_5i_SCRw,1415
5eKk8dA1QtKaQr_5i_SCRw,1516
5fCrdm9cVd8AphdRQcZLeg,1112
5fCrdm9cVd8AphdRQcZLeg,1213
5fCrdm9cVd8AphdRQcZLeg,1314
5fCrdm9cVd8AphdRQcZLeg,1415
5fmhGouEy_7WLloRyXRyUg,1112
5fmhGouEy_7WLloRyXRyUg,1213
5fmhGouEy_7WLloRyXRyUg,1314
5fmhGouEy_7WLloRyXRyUg,1415
5fmhGouEy_7WLloRyXRyUg,1516
5fmhGouEy_7WLloRyXRyUg,1617
5G-ulG_g_MpcIYlNzaCMmA,1011
5G-ulG_g_MpcIYlNzaCMmA,1112
5G-ulG_g_MpcIYlNzaCMmA,1213
5g0owkWApl_rgDl7D98Xow,0910
5g0owkWApl_rgDl7D98Xow,1011
5g0owkWApl_rgDl7D98Xow,1112
5g0owkWApl_rgDl7D98Xow,1213
5g34OEtu3vXwe653ClzQjw,1112
5g34OEtu3vXwe653ClzQjw,1213
5G9aIrRiCD4TZCC5j2D39A,1516
5ggluCpQ25P0Ma_w2cBDEA,1314
5ggluCpQ25P0Ma_w2cBDEA,1415
5ggluCpQ25P0Ma_w2cBDEA,1516
5ggluCpQ25P0Ma_w2cBDEA,1617
5gKqf35vz7fcijylrL90Og,1314
5gKqf35vz7fcijylrL90Og,1415
5gKqf35vz7fcijylrL90Og,1516
5gPO0neHwj07BO0FouVljg,1314
5gPO0neHwj07BO0FouVljg,1415
5gXk0hdWrnJ-4hwTL5cIcg,1213
5gXk0hdWrnJ-4hwTL5cIcg,1314
5gXk0hdWrnJ-4hwTL5cIcg,1415
5gXk0hdWrnJ-4hwTL5cIcg,1516
5H1gvB-TB_sHWasXdS64Uw,0910
5H1gvB-TB_sHWasXdS64Uw,1011
5H1gvB-TB_sHWasXdS64Uw,1112
5H1gvB-TB_sHWasXdS64Uw,1213
5H1gvB-TB_sHWasXdS64Uw,1314
5H1gvB-TB_sHWasXdS64Uw,1415
5H1gvB-TB_sHWasXdS64Uw,1516
5H1gvB-TB_sHWasXdS64Uw,1617
5h7ra0kJKswSZEzbFSIpaw,0607
5h7ra0kJKswSZEzbFSIpaw,0708
5h7ra0kJKswSZEzbFSIpaw,0809
5h7ra0kJKswSZEzbFSIpaw,0910
5h7ra0kJKswSZEzbFSIpaw,1011
5h7ra0kJKswSZEzbFSIpaw,1112
5h7ra0kJKswSZEzbFSIpaw,1213
5h7ra0kJKswSZEzbFSIpaw,1314
5h7ra0kJKswSZEzbFSIpaw,1415
5h7ra0kJKswSZEzbFSIpaw,1516
5h7ra0kJKswSZEzbFSIpaw,1617
5Hrv7KhPD0ALju_9DAuZJg,1617
5i7AXq7Xumgx_1jXebF-EQ,1415
5idHlOd78PQH93RWIM6KYA,1516
5idHlOd78PQH93RWIM6KYA,1617
5IGyYjfDzOog6oO-DYmWOg,1213
5It12biyGxe2Dz6kkf7wGQ,1314
5It12biyGxe2Dz6kkf7wGQ,1415
5It12biyGxe2Dz6kkf7wGQ,1516
5J6LzSmsz3vZy6-KkQpyFg,1516
5JD61CiINtrSFbofher9aA,0809
5JD61CiINtrSFbofher9aA,1112
5JD61CiINtrSFbofher9aA,1213
5JD61CiINtrSFbofher9aA,1314
5JD61CiINtrSFbofher9aA,1415
5JD61CiINtrSFbofher9aA,1516
5JdWiW-UVMaL7lpuj7d8-A,1516
5JpT-YazYAR1V8wRk4tV6g,0809
5jSwodZ2cLIgD0SLGXYbeg,1112
5jSwodZ2cLIgD0SLGXYbeg,1213
5JUH4BIqr04aGC2Z64ArAg,1516
5JzXF2Uz3P1_Fo9xs83HuA,1415
5JzXF2Uz3P1_Fo9xs83HuA,1516
5K6EW8-FbN1prC4iE6169g,1213
5K6EW8-FbN1prC4iE6169g,1314
5k7HbIAamo1PG0uIYALuRQ,1112
5k7HbIAamo1PG0uIYALuRQ,1213
5k7HbIAamo1PG0uIYALuRQ,1314
5k7HbIAamo1PG0uIYALuRQ,1415
5k7HbIAamo1PG0uIYALuRQ,1516
5k7HbIAamo1PG0uIYALuRQ,1617
5kA4hmzNNWGGrwvoiGnIrg,0910
5kA4hmzNNWGGrwvoiGnIrg,1011
5kA4hmzNNWGGrwvoiGnIrg,1112
5kUA_k-ua1wO68jZ1Yo74Q,0910
5kUA_k-ua1wO68jZ1Yo74Q,1011
5kUA_k-ua1wO68jZ1Yo74Q,1112
5kUA_k-ua1wO68jZ1Yo74Q,1213
5kUA_k-ua1wO68jZ1Yo74Q,1314
5kUA_k-ua1wO68jZ1Yo74Q,1415
5kYvHKRLEyYXqLkiY9OrOw,1011
5L7Tug4BfCwfyoNK2T13qw,1516
5lMgsMFb1hAmP6YTCzBAcw,0809
5lMgsMFb1hAmP6YTCzBAcw,0910
5lMgsMFb1hAmP6YTCzBAcw,1011
5lMgsMFb1hAmP6YTCzBAcw,1112
5lMgsMFb1hAmP6YTCzBAcw,1213
5lMgsMFb1hAmP6YTCzBAcw,1314
5lMgsMFb1hAmP6YTCzBAcw,1415
5lMgsMFb1hAmP6YTCzBAcw,1516
5lTcS8XNX5oGvtCToJgPDg,1213
5lTcS8XNX5oGvtCToJgPDg,1516
5LtZLznMWTNsciWBU3zg2g,1112
5LtZLznMWTNsciWBU3zg2g,1213
5LtZLznMWTNsciWBU3zg2g,1314
5LtZLznMWTNsciWBU3zg2g,1415
5LtZLznMWTNsciWBU3zg2g,1516
5mMcFcZGdktTF8Qfh1u02A,1617
5MTZ4DR9WvH7k-pwAm5MJg,1213
5MTZ4DR9WvH7k-pwAm5MJg,1516
5MXNeLctex2NmVZHnSvIvg,1112
5MXNeLctex2NmVZHnSvIvg,1213
5MXNeLctex2NmVZHnSvIvg,1314
5MXNeLctex2NmVZHnSvIvg,1415
5nMvlKW5n2-O0tT44DYnDQ,1112
5nMvlKW5n2-O0tT44DYnDQ,1213
5nMvlKW5n2-O0tT44DYnDQ,1314
5nMvlKW5n2-O0tT44DYnDQ,1415
5nMvlKW5n2-O0tT44DYnDQ,1516
5oA6zlmJ4jQREDH6dNCq6w,1516
5oc3Jva4wWS4O44a-0Jd8Q,1516
5oc3Jva4wWS4O44a-0Jd8Q,1617
5OfAMNeDZKBMdm-O76Bw3Q,1314
5OfAMNeDZKBMdm-O76Bw3Q,1415
5OfAMNeDZKBMdm-O76Bw3Q,1516
5Oh4E8lTlAHzs4hrjsLFOA,1516
5OV1bavavdsYyfeBRNiOeA,1112
5OV1bavavdsYyfeBRNiOeA,1213
5OV1bavavdsYyfeBRNiOeA,1314
5OV1bavavdsYyfeBRNiOeA,1415
5OV1bavavdsYyfeBRNiOeA,1516
5owLczdWG9wTSuv8axcEyQ,1415
5p38fkiNeNeCmunt6HlX-A,0910
5p4Uh_gCY25hQayZMZfkQg,1415
5p4Uh_gCY25hQayZMZfkQg,1516
5p60nXyjQruKvEZix6ahVQ,1213
5p60nXyjQruKvEZix6ahVQ,1314
5p60nXyjQruKvEZix6ahVQ,1415
5p60nXyjQruKvEZix6ahVQ,1516
5p60nXyjQruKvEZix6ahVQ,1617
5PhR-nHi5qikEXqGKQ2g1g,1516
5QIICikdjyCqKS6hgkgjiQ,1011
5QIICikdjyCqKS6hgkgjiQ,1112
5QIICikdjyCqKS6hgkgjiQ,1213
5QIICikdjyCqKS6hgkgjiQ,1314
5QIICikdjyCqKS6hgkgjiQ,1415
5QIICikdjyCqKS6hgkgjiQ,1516
5qtc1s-TKdgzPccKwY4SRw,0607
5qtc1s-TKdgzPccKwY4SRw,0708
5qtc1s-TKdgzPccKwY4SRw,0809
5qtc1s-TKdgzPccKwY4SRw,0910
5qtc1s-TKdgzPccKwY4SRw,1011
5qtc1s-TKdgzPccKwY4SRw,1112
5qtc1s-TKdgzPccKwY4SRw,1213
5qVlB_Qpw6oHWmtzGUview,1415
5REYrZfsX3m4E3FTwovp5Q,0708
5REYrZfsX3m4E3FTwovp5Q,0809
5REYrZfsX3m4E3FTwovp5Q,0910
5REYrZfsX3m4E3FTwovp5Q,1011
5REYrZfsX3m4E3FTwovp5Q,1112
5REYrZfsX3m4E3FTwovp5Q,1213
5REYrZfsX3m4E3FTwovp5Q,1314
5REYrZfsX3m4E3FTwovp5Q,1415
5REYrZfsX3m4E3FTwovp5Q,1516
5REYrZfsX3m4E3FTwovp5Q,1617
5Rga-U1cPfKHCFAPRg7FOw,1415
5Rga-U1cPfKHCFAPRg7FOw,1516
5rinwJ0Xs-Ay5GmAnzjO8Q,1112
5RVbdMA1oVz7GCOIwn1Z3Q,1011
5RVbdMA1oVz7GCOIwn1Z3Q,1112
5RVbdMA1oVz7GCOIwn1Z3Q,1213
5RVbdMA1oVz7GCOIwn1Z3Q,1314
5RVbdMA1oVz7GCOIwn1Z3Q,1415
5RVbdMA1oVz7GCOIwn1Z3Q,1516
5rWNTZGdp_faFPwnzETIyA,1112
5rWNTZGdp_faFPwnzETIyA,1213
5ry-n1zoefQQHczi7nBC-w,1112
5ry-n1zoefQQHczi7nBC-w,1213
5ry-n1zoefQQHczi7nBC-w,1314
5ry-n1zoefQQHczi7nBC-w,1415
5ry-n1zoefQQHczi7nBC-w,1516
5Rztf2RObLnq3h6HDmry2w,1415
5Rztf2RObLnq3h6HDmry2w,1516
5SeX71asBYUe9237rUyH1A,1415
5SeX71asBYUe9237rUyH1A,1516
5TlkaYNie2xjv7nXW12Svg,1314
5Tu0bBjzMYoNwj7ZJ-6EBg,1011
5Tu0bBjzMYoNwj7ZJ-6EBg,1112
5Tu0bBjzMYoNwj7ZJ-6EBg,1213
5Tu0bBjzMYoNwj7ZJ-6EBg,1314
5Tu0bBjzMYoNwj7ZJ-6EBg,1415
5Tu0bBjzMYoNwj7ZJ-6EBg,1516
5u27mhDjcJ4Y7QbDhRyaXg,1516
5u27mhDjcJ4Y7QbDhRyaXg,1617
5U38LYxXjwrk6IfeAiBiCw,1516
5U38LYxXjwrk6IfeAiBiCw,1617
5U6eSspKyHyaT7jAYpgWTw,1011
5U6eSspKyHyaT7jAYpgWTw,1112
5U6eSspKyHyaT7jAYpgWTw,1213
5U6eSspKyHyaT7jAYpgWTw,1314
5U6eSspKyHyaT7jAYpgWTw,1415
5UGgPOV70doavM7OF_sE9A,1415
5UGgPOV70doavM7OF_sE9A,1516
5UGgPOV70doavM7OF_sE9A,1617
5UoASJvovfFzp-eUCiFfWQ,1213
5uUNZQrt1aue-S5trmjMqw,1213
5VCc2OFaSiogGBfEn35GGg,1314
5VLwQAIheQwmpusFa-tC6w,1213
5VLwQAIheQwmpusFa-tC6w,1314
5VLwQAIheQwmpusFa-tC6w,1415
5VLwQAIheQwmpusFa-tC6w,1516
5VLwQAIheQwmpusFa-tC6w,1617
5VtT9Pf7zOBP2OD5xaKLYw,0910
5VtT9Pf7zOBP2OD5xaKLYw,1011
5VtT9Pf7zOBP2OD5xaKLYw,1112
5VtT9Pf7zOBP2OD5xaKLYw,1213
5VtT9Pf7zOBP2OD5xaKLYw,1314
5VtT9Pf7zOBP2OD5xaKLYw,1415
5VtT9Pf7zOBP2OD5xaKLYw,1516
5VxFBT7IGOfZxF-XFGflEQ,1617
5WcZ9HW6VTROyOLb-EsHNQ,1112
5wr_UtUUdF8L2UlaD1DhNQ,1213
5wr_UtUUdF8L2UlaD1DhNQ,1314
5wr_UtUUdF8L2UlaD1DhNQ,1415
5wr_UtUUdF8L2UlaD1DhNQ,1516
5wuN-2Dhyj00FeLkkRAUNQ,1213
5wuN-2Dhyj00FeLkkRAUNQ,1314
5wuN-2Dhyj00FeLkkRAUNQ,1415
5wuN-2Dhyj00FeLkkRAUNQ,1516
5wVEM8y3RWFazrsIwds5AA,0708
5wVEM8y3RWFazrsIwds5AA,0809
5wVEM8y3RWFazrsIwds5AA,0910
5wVEM8y3RWFazrsIwds5AA,1011
5wVEM8y3RWFazrsIwds5AA,1112
5wVEM8y3RWFazrsIwds5AA,1213
5wVEM8y3RWFazrsIwds5AA,1314
5wVEM8y3RWFazrsIwds5AA,1415
5wVEM8y3RWFazrsIwds5AA,1516
5X1stJTur_paJFZ9TTuNIw,1213
5Xci9QWwpbZg4Ng05yKOvw,1516
5XFe2938xyKtSR6Y--_7tA,1516
5XLpXHUQfvHQ7u7QF8DhWQ,1213
5XLpXHUQfvHQ7u7QF8DhWQ,1314
5XLpXHUQfvHQ7u7QF8DhWQ,1415
5XLpXHUQfvHQ7u7QF8DhWQ,1516
5xv0xjcRUzP-Zb6CKBOceQ,1213
5xv0xjcRUzP-Zb6CKBOceQ,1314
5xv0xjcRUzP-Zb6CKBOceQ,1415
5xv0xjcRUzP-Zb6CKBOceQ,1516
5Y18eps2VRmnXaBgzoKW_A,1213
5Y18eps2VRmnXaBgzoKW_A,1314
5Y18eps2VRmnXaBgzoKW_A,1415
5Y18eps2VRmnXaBgzoKW_A,1516
5ylIf3oUl1d1UIyz1zXocg,1314
5ylIf3oUl1d1UIyz1zXocg,1415
5ymnmzrWAhHIuL_DHQIupg,1415
5Z-vw4_w-I1Z9XcbCkmCfA,1112
5Z-vw4_w-I1Z9XcbCkmCfA,1213
5Z-vw4_w-I1Z9XcbCkmCfA,1314
5Z-vw4_w-I1Z9XcbCkmCfA,1415
5Z-vw4_w-I1Z9XcbCkmCfA,1516
5Z-vw4_w-I1Z9XcbCkmCfA,1617
5z_9_D5a-tgkmPUps7Utow,0708
5zegjfIWCR83scbyd_VT5w,1314
5zegjfIWCR83scbyd_VT5w,1415
5zegjfIWCR83scbyd_VT5w,1516
5ZrQ8VhqXyitSY_dLyHa-Q,1213
5ZrQ8VhqXyitSY_dLyHa-Q,1314
5ZrQ8VhqXyitSY_dLyHa-Q,1415
6-j0Yr8iiNAMgLAdSi70tA,1112
6-j0Yr8iiNAMgLAdSi70tA,1213
6-j0Yr8iiNAMgLAdSi70tA,1314
6-j0Yr8iiNAMgLAdSi70tA,1415
6-j0Yr8iiNAMgLAdSi70tA,1516
6-j0Yr8iiNAMgLAdSi70tA,1617
6_2fCtQLEVXJgbKLnTZaXg,1516
6_I6OKHIGpLuBdvnqtDuog,1314
6_I6OKHIGpLuBdvnqtDuog,1415
6_I6OKHIGpLuBdvnqtDuog,1516
6_z-FekIoJzmMMBMFHh6Iw,1314
61NPgdR5sMwAWw0CI78nBg,1011
61NPgdR5sMwAWw0CI78nBg,1112
61NPgdR5sMwAWw0CI78nBg,1213
61NPgdR5sMwAWw0CI78nBg,1314
61NPgdR5sMwAWw0CI78nBg,1415
61NPgdR5sMwAWw0CI78nBg,1516
61w5RTEIXXFli5CZfMczxw,1516
622gZe6ADb4jqwDykXZW6g,1617
62b0uHo9uaSsoOMQFG55jg,0809
62b0uHo9uaSsoOMQFG55jg,0910
62b0uHo9uaSsoOMQFG55jg,1011
62b0uHo9uaSsoOMQFG55jg,1112
62b0uHo9uaSsoOMQFG55jg,1213
62b0uHo9uaSsoOMQFG55jg,1516
63iOXcDVSr8Jm0C8mjzo6g,1112
63iOXcDVSr8Jm0C8mjzo6g,1516
64ifl_TUePrla8zvMBzA7A,1516
653_WP4afW32ihnprQmSjQ,1516
653_WP4afW32ihnprQmSjQ,1617
65Kwl6HU8cWhH04MxRaIww,1011
65Kwl6HU8cWhH04MxRaIww,1112
65Kwl6HU8cWhH04MxRaIww,1213
65Kwl6HU8cWhH04MxRaIww,1314
65Kwl6HU8cWhH04MxRaIww,1415
65Kwl6HU8cWhH04MxRaIww,1516
66D9bO-p8FG01OfmfX14LA,1112
66D9bO-p8FG01OfmfX14LA,1213
66D9bO-p8FG01OfmfX14LA,1314
66D9bO-p8FG01OfmfX14LA,1415
66D9bO-p8FG01OfmfX14LA,1516
66pfnnN1l1wRvY9aLB3Aig,1516
66Y5ExfpgdEFIDqXSQeyiQ,0910
66Y5ExfpgdEFIDqXSQeyiQ,1011
66Y5ExfpgdEFIDqXSQeyiQ,1112
66Y5ExfpgdEFIDqXSQeyiQ,1213
66Y5ExfpgdEFIDqXSQeyiQ,1314
66Y5ExfpgdEFIDqXSQeyiQ,1415
66Y5ExfpgdEFIDqXSQeyiQ,1516
67IKCF3bawHNn6nH6hotMw,1314
67IKCF3bawHNn6nH6hotMw,1415
67IKCF3bawHNn6nH6hotMw,1516
68CwkDaqDpW6E7WiZcHqrQ,1213
69TTOqH18qztsroIii4e6A,1415
69TTOqH18qztsroIii4e6A,1516
6a4-SPP4QJbJuHoMhPKnVQ,0708
6a4-SPP4QJbJuHoMhPKnVQ,0809
6a4-SPP4QJbJuHoMhPKnVQ,0910
6a4-SPP4QJbJuHoMhPKnVQ,1011
6a4-SPP4QJbJuHoMhPKnVQ,1112
6a4-SPP4QJbJuHoMhPKnVQ,1213
6b5RLz7szHcSTGKjvKWR_w,0809
6b5RLz7szHcSTGKjvKWR_w,1112
6b5RLz7szHcSTGKjvKWR_w,1213
6b5RLz7szHcSTGKjvKWR_w,1314
6b5RLz7szHcSTGKjvKWR_w,1415
6b5RLz7szHcSTGKjvKWR_w,1516
6bR_7l9IduBaglZJbqLFWg,0809
6bR_7l9IduBaglZJbqLFWg,0910
6bR_7l9IduBaglZJbqLFWg,1011
6bR_7l9IduBaglZJbqLFWg,1112
6C4iplyluQ0FBffiq_ADzQ,1112
6C4iplyluQ0FBffiq_ADzQ,1213
6C4iplyluQ0FBffiq_ADzQ,1314
6C6GRESqx2bDxgMHN7LUXg,1415
6C6GRESqx2bDxgMHN7LUXg,1516
6CjVFTO7F-q8BP7oQKB_9g,0708
6CjVFTO7F-q8BP7oQKB_9g,0809
6CjVFTO7F-q8BP7oQKB_9g,0910
6CjVFTO7F-q8BP7oQKB_9g,1011
6CjVFTO7F-q8BP7oQKB_9g,1112
6CjVFTO7F-q8BP7oQKB_9g,1213
6CjVFTO7F-q8BP7oQKB_9g,1314
6CjVFTO7F-q8BP7oQKB_9g,1415
6CjVFTO7F-q8BP7oQKB_9g,1516
6dDItJbFIwYCmoLZF3iTcg,1314
6dDItJbFIwYCmoLZF3iTcg,1415
6dDItJbFIwYCmoLZF3iTcg,1516
6dSh-KbGR_6qjglv_3Zo6A,1213
6dSh-KbGR_6qjglv_3Zo6A,1314
6ensl3XsaQhw_qy4CqkvJA,1213
6ensl3XsaQhw_qy4CqkvJA,1516
6eUm6V7WdJO7G_zFVh3eqA,1213
6eUm6V7WdJO7G_zFVh3eqA,1314
6eUm6V7WdJO7G_zFVh3eqA,1415
6eUm6V7WdJO7G_zFVh3eqA,1516
6euYPVcqB4VH2WveGbANxQ,1516
6EzE_0QykzrUHHSMcCL7vQ,1314
6EzE_0QykzrUHHSMcCL7vQ,1415
6EzE_0QykzrUHHSMcCL7vQ,1516
6FiYR7Buwfo1dzNqFSvmyg,1516
6G3t042U69yzZ99_yvY3_A,0708
6G3t042U69yzZ99_yvY3_A,0809
6G3t042U69yzZ99_yvY3_A,0910
6G3t042U69yzZ99_yvY3_A,1011
6G3t042U69yzZ99_yvY3_A,1112
6G3t042U69yzZ99_yvY3_A,1213
6G3t042U69yzZ99_yvY3_A,1314
6G3t042U69yzZ99_yvY3_A,1415
6G3t042U69yzZ99_yvY3_A,1516
6h_JDsp9VuvGFpPv2jlRsQ,1415
6h_JDsp9VuvGFpPv2jlRsQ,1516
6hjtaTmUpwLt94Mi7MoU-g,0809
6hjtaTmUpwLt94Mi7MoU-g,0910
6hjtaTmUpwLt94Mi7MoU-g,1011
6hjtaTmUpwLt94Mi7MoU-g,1112
6hjtaTmUpwLt94Mi7MoU-g,1213
6hjtaTmUpwLt94Mi7MoU-g,1314
6hjtaTmUpwLt94Mi7MoU-g,1415
6hjtaTmUpwLt94Mi7MoU-g,1516
6hKY8sj-ikAQdzrkrBcvuQ,0708
6hKY8sj-ikAQdzrkrBcvuQ,1112
6hKY8sj-ikAQdzrkrBcvuQ,1213
6hKY8sj-ikAQdzrkrBcvuQ,1314
6hKY8sj-ikAQdzrkrBcvuQ,1415
6hKY8sj-ikAQdzrkrBcvuQ,1516
6hKY8sj-ikAQdzrkrBcvuQ,1617
6hLFmFmDKO39b9qsyeVx-A,1112
6HQDB-FQlloN7p8MHqSveQ,1314
6HQDB-FQlloN7p8MHqSveQ,1415
6HQDB-FQlloN7p8MHqSveQ,1516
6hZHlfwknQVVAoQVQr3_ag,1314
6hZHlfwknQVVAoQVQr3_ag,1415
6hZHlfwknQVVAoQVQr3_ag,1516
6iGQtJx6tSkwjwlJLebOFA,1011
6iGQtJx6tSkwjwlJLebOFA,1112
6iGQtJx6tSkwjwlJLebOFA,1213
6iGQtJx6tSkwjwlJLebOFA,1314
6iGQtJx6tSkwjwlJLebOFA,1415
6iGQtJx6tSkwjwlJLebOFA,1516
6iGQtJx6tSkwjwlJLebOFA,1617
6ijZO9TWdl6lTLqe5G5XWA,1314
6ijZO9TWdl6lTLqe5G5XWA,1415
6ijZO9TWdl6lTLqe5G5XWA,1516
6JbhF86UplDQDK7mz63FVQ,1516
6jnShe-W1x4Nw4y_CGO2Fg,1516
6JRFtzzJUYZxFC7mWa9_xQ,1314
6JRFtzzJUYZxFC7mWa9_xQ,1415
6JRFtzzJUYZxFC7mWa9_xQ,1516
6jt3D5qCzlcGSdHZAeczxA,0607
6jYxrACFy7R65nhTi37dZg,1415
6jzWUo0HAT3hNgBH-zHtYg,1112
6jzWUo0HAT3hNgBH-zHtYg,1213
6jzWUo0HAT3hNgBH-zHtYg,1314
6jzWUo0HAT3hNgBH-zHtYg,1415
6jzWUo0HAT3hNgBH-zHtYg,1516
6kctu-fL-r3pV3aDfUIxLA,1314
6kctu-fL-r3pV3aDfUIxLA,1415
6KnKTl4h-RjZfVjmrVyodQ,1213
6KnKTl4h-RjZfVjmrVyodQ,1314
6KnKTl4h-RjZfVjmrVyodQ,1415
6KnKTl4h-RjZfVjmrVyodQ,1516
6Le42f6TQB45B2_nYej9Lg,1415
6Le42f6TQB45B2_nYej9Lg,1516
6lfGG1LvT8OthWEh9Us-Hg,1314
6LTV9xxwSlrUzFGWx1A8EQ,0809
6LTV9xxwSlrUzFGWx1A8EQ,0910
6LTV9xxwSlrUzFGWx1A8EQ,1011
6LTV9xxwSlrUzFGWx1A8EQ,1112
6LTV9xxwSlrUzFGWx1A8EQ,1213
6LTV9xxwSlrUzFGWx1A8EQ,1314
6LTV9xxwSlrUzFGWx1A8EQ,1415
6LTV9xxwSlrUzFGWx1A8EQ,1516
6MAxxiW4ypEG4XtCyp9U7A,1516
6ME3BlVgdtoeq5bWmi9Z1Q,1213
6ME3BlVgdtoeq5bWmi9Z1Q,1314
6MQJMPVi5HobGjx73DaE7Q,1516
6N0AKJN3iEBRRituyVc-LQ,1213
6N0AKJN3iEBRRituyVc-LQ,1314
6nY8KnhX75RM9mppJryu5Q,1112
6nY8KnhX75RM9mppJryu5Q,1415
6nY8KnhX75RM9mppJryu5Q,1516
6OKBXE9bwbYFxljAXUmR5g,1516
6OLwyulRuqgghzYBa2TabQ,1011
6OLwyulRuqgghzYBa2TabQ,1112
6OLwyulRuqgghzYBa2TabQ,1213
6OLwyulRuqgghzYBa2TabQ,1314
6OLwyulRuqgghzYBa2TabQ,1415
6OV-xbmgjdXUZ80BdjXfJQ,1213
6p39JCOx1L054G9jM10-5g,1516
6p8rlVs4GZcX1hUiwK8skg,1011
6p8rlVs4GZcX1hUiwK8skg,1112
6p8rlVs4GZcX1hUiwK8skg,1213
6pKR-h3KN7AwgGOOYBbE2A,1415
6pKR-h3KN7AwgGOOYBbE2A,1516
6QhwS_jIbhARQCSdILKvLw,1516
6qXUxe5J948NMbEscW8qrw,1314
6qXUxe5J948NMbEscW8qrw,1415
6qXUxe5J948NMbEscW8qrw,1516
6RbCJLiwNYwS6ab9vzD_zg,1011
6RbCJLiwNYwS6ab9vzD_zg,1112
6RbCJLiwNYwS6ab9vzD_zg,1213
6RbCJLiwNYwS6ab9vzD_zg,1314
6RbCJLiwNYwS6ab9vzD_zg,1415
6RbCJLiwNYwS6ab9vzD_zg,1516
6rD-1PRtJQobfvvLdOJN-A,1112
6rD-1PRtJQobfvvLdOJN-A,1213
6rD-1PRtJQobfvvLdOJN-A,1314
6rD-1PRtJQobfvvLdOJN-A,1415
6rD-1PRtJQobfvvLdOJN-A,1516
6RmdqLK1H5aodAA8t7Yl2A,1011
6RmdqLK1H5aodAA8t7Yl2A,1112
6RmdqLK1H5aodAA8t7Yl2A,1213
6RmdqLK1H5aodAA8t7Yl2A,1314
6RmdqLK1H5aodAA8t7Yl2A,1415
6RmdqLK1H5aodAA8t7Yl2A,1516
6RmdqLK1H5aodAA8t7Yl2A,1617
6S4jHmpTjlF71-9Moabvdw,1213
6S4jHmpTjlF71-9Moabvdw,1314
6S4jHmpTjlF71-9Moabvdw,1415
6S4jHmpTjlF71-9Moabvdw,1516
6SgAFVbpOR7mD-qsuqbGmw,1011
6SgAFVbpOR7mD-qsuqbGmw,1314
6SgAFVbpOR7mD-qsuqbGmw,1415
6SgAFVbpOR7mD-qsuqbGmw,1516
6sqfAMlX68kusvE_FsIr-w,1213
6sqfAMlX68kusvE_FsIr-w,1314
6sqfAMlX68kusvE_FsIr-w,1415
6sqfAMlX68kusvE_FsIr-w,1516
6T-R3JMWa74QuQIQEhaC7g,1415
6TcKHlJznfmRhbjqAZv-7Q,1011
6TcKHlJznfmRhbjqAZv-7Q,1314
6TcKHlJznfmRhbjqAZv-7Q,1415
6tdkFaMnTfDCiPG97qKVHA,1011
6tdkFaMnTfDCiPG97qKVHA,1112
6tdkFaMnTfDCiPG97qKVHA,1213
6tdkFaMnTfDCiPG97qKVHA,1314
6tdkFaMnTfDCiPG97qKVHA,1415
6tdkFaMnTfDCiPG97qKVHA,1516
6tdkFaMnTfDCiPG97qKVHA,1617
6TgLfxfgEqoCbANmZqjnAQ,0708
6TgLfxfgEqoCbANmZqjnAQ,0809
6TgLfxfgEqoCbANmZqjnAQ,0910
6TgLfxfgEqoCbANmZqjnAQ,1011
6tgWo_5YqLMemDZV692N7A,1011
6tgWo_5YqLMemDZV692N7A,1112
6tgWo_5YqLMemDZV692N7A,1213
